POP,CXPB,MUTPB,MUTATION RATE,BEST_MODULARITY,BEST_GEN
50,0.8,0.4,0.05,0.3297172913,437
50,0.8,0.5,0.02,0.3295529257,377
50,0.8,0.5,0.02,0.3289776463,821
50,0.8,0.5,0.08,0.3288954635,297
60,0.8,0.5,0.08,0.3284845496,279
40,0.8,0.5,0.08,0.3276627219,261
50,0.7,0.4,0.05,0.327251808,228
50,0.8,0.4,0.05,0.3268408941,410
50,0.8,0.4,0.05,0.3264299803,258
40,0.8,0.5,0.08,0.3263477975,662
50,0.8,0.4,0.05,0.3260190664,389
40,0.8,0.5,0.08,0.3256903353,649
50,0.8,0.5,0.02,0.3253616042,432
40,0.8,0.5,0.08,0.3252794214,768
50,0.8,0.5,0.02,0.3248685076,434
50,0.8,0.4,0.05,0.3246219592,504
50,0.8,0.5,0.1,0.3241288626,962
50,0.8,0.4,0.05,0.323964497,490
40,0.8,0.5,0.08,0.3238823143,327
50,0.8,0.5,0.02,0.3229783037,476
50,0.8,0.5,0.02,0.3224852071,234
50,0.8,0.5,0.02,0.3224852071,359
50,0.7,0.4,0.05,0.3223208416,208
50,0.8,0.5,0.1,0.3220742932,483
50,0.8,0.5,0.02,0.3213346483,152
50,0.8,0.5,0.02,0.3210059172,542
50,0.8,0.5,0.02,0.3200197239,345
50,0.8,0.5,0.1,0.3194444444,339
50,0.7,0.4,0.05,0.3190335306,435
50,0.7,0.4,0.05,0.318869165,288
50,0.7,0.4,0.05,0.3186226167,419
50,0.7,0.4,0.05,0.3185404339,370
50,0.8,0.5,0.02,0.3182938856,320
50,0.8,0.5,0.02,0.3178829717,425
50,0.8,0.4,0.05,0.3176364234,146
40,0.8,0.5,0.08,0.3174720579,532
50,0.8,0.4,0.05,0.3166502301,502
50,0.8,0.5,0.02,0.3166502301,432
40,0.8,0.5,0.08,0.3159105851,403
50,0.7,0.4,0.05,0.3152531229,149
50,0.8,0.5,0.02,0.3150887574,288
40,0.8,0.5,0.08,0.3139381986,505
50,0.8,0.5,0.02,0.3133629191,515
50,0.7,0.4,0.05,0.3127054569,423
50,0.8,0.5,0.02,0.3126232742,242
50,0.7,0.4,0.05,0.3124589086,548
50,0.8,0.5,0.02,0.3105687048,330
50,0.7,0.4,0.05,0.3095825115,510
50,0.8,0.4,0.05,0.3082675871,387
50,0.8,0.5,0.02,0.3082675871,241
50,0.8,0.5,0.02,0.307199211,529
50,0.7,0.4,0.05,0.3070348455,643
50,0.8,0.5,0.02,0.3065417488,156
50,0.8,0.5,0.08,0.3047337278,393
50,0.8,0.5,0.02,0.3045693623,190
50,0.7,0.4,0.05,0.303583169,344
50,0.7,0.4,0.05,0.303583169,239
50,0.7,0.4,0.05,0.3024326101,251
50,0.8,0.5,0.02,0.3013642341,446
50,0.7,0.4,0.05,0.2992274819,597
50,0.8,0.5,0.02,0.2986522025,277
50,0.8,0.5,0.02,0.2979947403,313
50,0.7,0.4,0.05,0.2961045365,220
50,0.8,0.5,0.08,0.2955292571,323
50,0.8,0.5,0.02,0.2948717949,545
50,0.8,0.5,0.02,0.2935568705,647
50,0.7,0.4,0.05,0.2929815911,669
50,0.8,0.4,0.05,0.291913215,465
50,0.8,0.5,0.02,0.2916666667,203
50,0.8,0.5,0.02,0.2862426036,348
50,0.8,0.5,0.02,0.2859138725,376
50,0.8,0.5,0.02,0.2813938199,412
50,0.7,0.4,0.05,0.2807363577,285
50,0.8,0.4,0.05,0.2773668639,428
50,0.8,0.5,0.1,0.2763806706,433
50,0.7,0.4,0.05,0.2752301118,305
50,0.7,0.4,0.05,0.2725180802,465
50,0.8,0.5,0.02,0.270052597,461
50,0.8,0.5,0.02,0.2697238659,286
40,0.8,0.5,0.08,0.2610124918,284
40,0.8,0.5,0.08,0.2486850756,281
50,0.8,0.5,0.02,0.2435075608,331
50,0.8,0.5,0.02,0.2343852728,315
